id,host_id,name,neighbourhood_cleansed,cluster_kmeans
2906816,13530955,Amazing 3BD w. City & Harbor View!,Amager Vest,1
2907271,1109269,Cosy Copenhagen Apt in Hip Nørrebro,Nrrebro,4
2907347,14853464,Nice getaway at Vesterbro,Vesterbro-Kongens Enghave,3
2924748,14933816,Babyfriendly apartment with balcony in Nørrebro,Nrrebro,0
2934051,14981763,Big lovely family apartment in Copenhagen.,Nrrebro,2
2948879,6254504,CITY APARTMENT - BALCONY AND VIEW,Vesterbro-Kongens Enghave,1
2961973,15116889,90 m2 in the heart of CPH,Indre By,0
2968728,4074497,Nice 3-room Vesterbro apartment,Vesterbro-Kongens Enghave,3
2970997,2177336,Familievenlig lejlighed i hjertet af Vesterbro,Vesterbro-Kongens Enghave,1
3002827,15304084,Vesterbro - place to be!,Vesterbro-Kongens Enghave,3
3010735,15342924,Cosy apartment with roof top terasse,sterbro,2
3020239,9570253,"100m2, family friendly flat",sterbro,4
3020290,15390063,"big balcony, close to center",Indre By,0
3023103,15405843,Nice house for all kind of trips,Amager st,2
3033245,13598475,"5 rooms, 2 sunny balconies & park view!",Nrrebro,0
3034667,15457199,Famous Nyhavn 17  Copenhagen Icon,Indre By,1
3034864,15457987,Familievenlig lejlighed i villa i Valby,Valby,2
3074841,4763367,Sunny Cosy Penthouse with balcony,Indre By,1
3078016,4131701,"Østerbro ved søerne, 75 kvm",sterbro,0
3078821,15588787,Nice and bright childfriendly apt.,Frederiksberg,4
3103245,15776720,Perfekt beliggenhed med Assistenten som baghave.,Nrrebro,0
3106643,15755425,Charming Big close to Metro,Nrrebro,4
3107470,6200838,Amazing location penthouse w. sunny balcony,Frederiksberg,4
3148839,15986267,Perfect location with small garden!,Frederiksberg,1
3152677,16000178,Flat with a stunning lake view,Indre By,0
3155071,9988110,1 bedroom apt. - perfect location!,Vesterbro-Kongens Enghave,3
3187050,3348006,Artist home with urban atmosphere,Vesterbro-Kongens Enghave,4
3198821,16210585,"Tranquility Inner City, lake-view.",Indre By,4
3226784,15247743,5 rooms/walking dist. to it all!,Vesterbro-Kongens Enghave,4
3243338,14513785,Best location in the Centre of Copenhagen,Indre By,2
3247323,6523669,Big apartment w. balcony & elevator to the yard,sterbro,1
3249158,15588787,Nice and bright room,Frederiksberg,0
3256083,16466880,Large city house at Holmen,Indre By,2
3261996,12977959,Dejligt hus 10 minutter fra centrum,Brnshj-Husum,0
3266326,12977959,Nice house near center,Brnshj-Husum,0
3280956,16582660,Spacious apartment & Beautiful view,sterbro,2
3286018,2807671,3 bedroom Chic in Frederiksberg,Frederiksberg,4
3286990,1980681,Nice central 3 rooms appartment,Bispebjerg,4
3290979,6347758,COPENHAGENS MOST COSY STREET,Indre By,1
3323785,9537955,Cosy room next to The LittleMermaid,Indre By,0
3324934,16454257,"Beautiful central villa apartment, minimum 5 days",Amager st,4
3327769,16801842,"Central, spacious, cosy Scandinavian apartment",Vesterbro-Kongens Enghave,1
3331468,1641150,"Home in Copenhagens best street, Jægersborggade",Nrrebro,2
3331881,16820857,Family Friendly + Perfect Central Location,Nrrebro,4
3354182,5732902,Furnished room in Copenhagen NV,Bispebjerg,0
3355619,16934578,Family friendly    -  easy access!,Valby,2
3357049,5998830,Spacious Vesterbro apartment,Vesterbro-Kongens Enghave,3
3361793,16960162,"Cozy apartment, centrally located close to  Metro",Frederiksberg,0
3362860,5081401,Cosy Quiet Close to Center,Amager Vest,0
3374704,17027297,Beautiful townhouse with a garden,Indre By,1
3385427,17080125,Perfect getaway in CPH - Separate 80m2 apartment!,Amager st,0
3388899,2902108,Cozy room - 25 min to the city center!,Brnshj-Husum,0
3391725,1651665,Charming arpartment,sterbro,4
3392343,9323197,Unique & central 3R with great view,Vesterbro-Kongens Enghave,4
3396751,6899850,Lovely 3 bedroom apartment in hipster Nørrebro.,Nrrebro,4
3403166,17162700,Large flat in great neighborhood,sterbro,1
3406212,16669548,175 m2 Modern Loft with private terrace,Nrrebro,1
3407331,12759939,"Unik,smuk,absolut bedste beligenhed",Indre By,1
3411977,7067114,Our lovely and beautiful flat,sterbro,4
3413146,17205201,110 m2 in exclusive inner Østerbro,sterbro,4
3414066,2255910,Charming Apartment in the Heart of Copenhagen,Frederiksberg,4
3417214,17226630,Beautiful flat 4 min from tube,Nrrebro,0
3444290,17357721,Appartment in the center of Nørrebro,Nrrebro,4
3444420,2992170,2 story loft Penthouse with balcony,Nrrebro,1
3445980,17366484,Cityhouse w garden close to beach,Amager Vest,0
3449992,6213517,Hyggelig lejlighed nær metro,Vanlse,4
3451176,10473082,Big apartment 10 min on foot from City Hall Square,Amager Vest,4
3460073,2226659,Authentic and modern CPH city apartment :),Amager st,0
3464323,1138992,Balcony & access to garden in heart of Nørrebro,Nrrebro,0
3474327,17501054,Children friendly+private terrasse,Frederiksberg,4
3480743,17533153,Penthouse + terrace sleeps 4,Frederiksberg,2
3488922,17568490,200 m2 family apart in hipster area,Nrrebro,2
3491493,17582784,Classic Copenhagen residens,Frederiksberg,1
3497379,10166478,Family-Friendly House,Bispebjerg,2
3504901,12476239,Charming spacious house in friendly neighborhood,Brnshj-Husum,2
3509355,437251,Penthouse in Nørrebro,Nrrebro,0
3517266,17446452,Unique roof top flat close to metro,Frederiksberg,0
3525309,14619770,2 min fra Hovedbanegården,Vesterbro-Kongens Enghave,1
3533061,65540524,Cozy apartment in downtown CPH,Indre By,1
3541797,17828894,Lejlighed i København,Vesterbro-Kongens Enghave,4
3575920,4998196,Home sweet home,Indre By,0
3581763,18042179,Iidyllic house - 10 minutes walk to beach & center,Amager st,2
3583165,2660095,Charming and spacious penthouse,Amager Vest,2
3584444,18056671,Hus og have i København,Vanlse,4
3591747,17391603,Design apartment w. private garden,Frederiksberg,4
3592268,18096823,Lake view inner city Copenhagen,Indre By,0
3598715,5085508,Little nice room in spacious apartment,Nrrebro,0
3600574,5812336,Spot on Location,Vesterbro-Kongens Enghave,3
3602159,18149066,Central - With Harbor & Park view!,Amager Vest,1
3613826,18208783,Fantastic familyhouse in Copenhagen,Vanlse,2
3621374,15871101,"Cozy, Central & Convenient",Vesterbro-Kongens Enghave,3
3639614,16993201,"Charming city house in Brumleby, Østerbro",sterbro,1
3643684,188086491,Super top floor flat by the pier,Amager Vest,0
3657721,18532991,Fantastic house with great views close to downtown,Brnshj-Husum,2
3684212,18734001,Penthouse at Nørrebro with Balcony,Nrrebro,0
3692270,18797796,"Big Room, accses to Kitchen & Bath.",sterbro,0
3695909,18822853,Charming Woodenhouse,Amager Vest,4
3722745,16805405,"Close to city, airport and metro.",Amager st,0
3730082,19059906,Apartment near the Central Station,Vesterbro-Kongens Enghave,3
3739547,14591439,Eventyrligt hus i København,Bispebjerg,2
3739969,19121058,Early check-in and late check-out is possible.,Indre By,1
3753571,19212375,Newyorkerstyle flat close to center,Amager st,0
3754538,19157126,Spacious og trendy appartment,Vesterbro-Kongens Enghave,2
3780952,19396836,Herskabslejlighed på indre Østerbro,sterbro,4
3785919,212337,The Designers Nest,Nrrebro,1
3790447,1156451,"Bright, Clean + Spacious Apartment",Nrrebro,4
3799590,19514781,Penthouse with sea view downtown,Vesterbro-Kongens Enghave,3
3804086,19548064,Architect house from 2012,Amager st,2
3804214,17139400,"Sleep in the coziest area of Cph, close to Centre",Nrrebro,0
3846315,5482391,Central apartment with amazing view,Indre By,1
3872454,13972340,Vintage Copenhagen town house with garden,Vanlse,2
3875843,1362028,Spacious & modern by the lakes,Nrrebro,0
3879471,14198774,Cosy 2 bedroom apartment on central Frederiksberg,Frederiksberg,4
3880972,4674188,Peaceful and private room,Nrrebro,0
3893242,20148392,Exceptional location in central CPH,Amager Vest,0
3902194,20206874,Family friendly 2BD,Nrrebro,4
3920097,16818158,Stor skøn børnevenlig lejlighed tæt på metro.,Amager Vest,4
3936243,4371020,Cosy romantic family friendly apt,Nrrebro,0
3939776,20074534,Quiet room in hip & lively area!,Nrrebro,0
3944063,20437710,Apartment close to city center and airport,Amager Vest,0
3945669,3849072,Small and charming dreamhouse,Amager Vest,2
3958141,12458953,Skøn lejlighed på Islands Brygge,Amager Vest,1
3977491,14245180,Big Bed & Living Room Access,Frederiksberg,0
3989926,6889161,Stor lys lejlighed på Vesterbro (Carlsberg),Vesterbro-Kongens Enghave,2
4003222,4484093,Cozy house next to center of CPH,Vanlse,2
4003584,20758533,Copenhagen City Quiet Area and Nice View,Indre By,4
4010869,20796026,Wonderful home in the heart of CPH,Nrrebro,2
4013630,20763123,Beautiful home with all you need,Nrrebro,0
4014246,581773,"Nordic Penthouse w. rooftop, old town/Ocean Nearby",sterbro,1
4017836,8568289,Beautiful apartment with a private rooftop terrace,sterbro,2
4028294,20885220,Family-friendly 4 rooms apartment in Copenhagen,Vesterbro-Kongens Enghave,4
4039248,20942347,15 min from City Center and beach - free bikes,Amager st,4
4039449,10871973,Spacious and family friendly,Nrrebro,4
4054274,11958056,Oasis in Canal Town & Private Rooftop Terrace,Vesterbro-Kongens Enghave,4
4055799,14501177,"Hyggeligt værelse, 5 km til Hovedbanegården",Valby,0
4058451,21032405,Green oasis in centre of Copenhagen,Indre By,1
4114786,7944331,Light apartment by the lakes,sterbro,1
4132033,14245180,Small room in beautiful apartment,Frederiksberg,0
4139642,2247480,Cozy room in central Copenhagen,Vesterbro-Kongens Enghave,3
4145869,2544402,"Central, sunny and charming apt.",Vesterbro-Kongens Enghave,4
4155996,21564985,Cozy flat near the center,Amager Vest,0
4172139,17947257,Cosy central apartment with balcony,Nrrebro,0
4196818,6664218,In the heart of Frederiksberg,Frederiksberg,1
4210360,13956072,Feel at home near city.,Brnshj-Husum,4
4216373,17353823,"Spacious, quiet, quirky flat in central Copenhagen",sterbro,4
4220176,21903737,160 sqm with 5 bedrooms and acces to garden,Nrrebro,2
4233588,8986888,Heart of Copenhagen,Indre By,0
4249415,7774683,Charming old town house,Brnshj-Husum,4
4260055,22109952,Unique and Bright apartment,Frederiksberg,0
4264907,22139569,"Location, location, location!",Indre By,1
4266586,19639180,Large and cozy apartment,Frederiksberg,4
4268440,22158736,Attractive three bedroom appartment,Frederiksberg,4
4268958,11007169,Unique 160 m2 apt. with balcony,Nrrebro,1
4281973,22230500,Cozy flat in the heart of Frederiksberg,Frederiksberg,0
4282001,20733123,Welcome to Sundbyvestervarehus B&B,Amager Vest,0
4285444,102003,BIG apartment in the HEART of CPH,Indre By,1
4298831,22317683,10 minutes walk from central station,Indre By,0
4308473,16460649,Bright and cosy apartment,Valby,4
4321677,22438159,"Cozy, modern, stylish apt/Vesterbro",Vesterbro-Kongens Enghave,3
4323628,5254114,Charming villa 10 minutes from Copenhagen centre!,Valby,2
4365292,22658145,Clear in the center with lake view,Indre By,0
4365371,14501177,"Lovely room, 5 km to the Central Station",Valby,0
4374458,14597975,Cozy and spacious villa apartment,Brnshj-Husum,4
4374946,21579132,Cosy wooden house in Copenhagen,Amager Vest,4
4381572,13219724,Cosy and quiet apartment in the middle of the city,Indre By,0
4398698,785640,Vesterbro - super central flat!,Vesterbro-Kongens Enghave,1
4427900,22986357,"colorfull, light and spacious",Frederiksberg,4
4480873,7193556,Skønt værelse i midten af København,Indre By,0
4491037,13733259,Charmerende klassisk Nørrebro lejlighed,Nrrebro,0
4505775,8500200,Comfortable queensize doublebed in bright bedroom,Valby,2
4514437,23407410,Nice and cozy apartment at Nørrebro,Nrrebro,0
4528623,1179225,Family Friendly Summer Vacaion in Cozy Vesterbro,Vesterbro-Kongens Enghave,4
4542207,7720851,Best kept secret of Copenhagen,Indre By,4
4547069,21020846,"Spaciuos apart., quiet neighborhood",Frederiksberg,0
4554561,23611956,"simple + clean 20m2 room, Vesterbro",Vesterbro-Kongens Enghave,3
4573683,23707360,Light & cosy apartment in hip area,Nrrebro,4
4586122,23772817,5th floor in cozy Copenhagen area,sterbro,0
4595358,2860639,Charming apt central Nørrebro!,Nrrebro,4
4611859,1582555,Bright and spacious by the lakes,Nrrebro,4
4613131,21776227,"Spacious, bright flat in quiet street at Nørrebro",Nrrebro,4
4618491,7960358,155m2  / Family friendly,sterbro,1
4635064,22314766,"Bohemian Nordic noir, 5 rooms",sterbro,4
4637282,14736122,Feel at home in Copenhagen,Frederiksberg,0
4637704,18535269,Exclusive flat at unique location,Indre By,0
4659307,14801167,Roligt og tæt på alt,Indre By,0
4666689,24144954,Great luxury in the habour channel,Vesterbro-Kongens Enghave,1
4686459,11621646,Between airport and city centre,Amager Vest,0
4698517,24288851,Lovely room on Christianshavn,Indre By,0
4699077,24291366,Charming apt. with two balconies,Indre By,0
4703587,7482683,Unique villa in central Copenhagen,Frederiksberg,2
4716241,2877868,Bright &spacious flat in Copenhagen with balcony,Nrrebro,0
4741118,24370907,Bright colourful flat in great area,Nrrebro,0
4748841,24508321,Loft apartment with rooftop terrace,Vesterbro-Kongens Enghave,4
4755853,24541666,"Scandinavian style penthouse in Copenhagen, 4 room",Indre By,4
4790980,24693785,110 m2 luxery flat. Newly renovated,sterbro,4
4802435,19276170,BEST LOCATION ON THE WATER!,Vesterbro-Kongens Enghave,1
4821181,2492967,Big apartment close to Bella Center & Royal Arena,Amager Vest,1
4869039,15301666,The Seamans celler-arpartment. No Smoking!,Brnshj-Husum,0
4878210,19324170,A bohemian place in the heart of Copenhagen!,Indre By,2
4890052,24831571,Close to metro (airport and city centre),Amager st,2
4897927,25208950,"130 kvm tæt på By, strand og metro.",Amager st,2
4908015,21110661,Large and modern apartment with bikes,Bispebjerg,0
4912933,25206876,Amazing home by the lakes,Indre By,2
4919358,25337080,Light and well located apartment in a quiet area,Vesterbro-Kongens Enghave,3
4943667,25458733,"144 m2, balcony and 4 bedrooms in cosy Nørrebro",Nrrebro,2
4945559,25490160,Børnevenlig 5-værelses lejlighed,Valby,2
4948186,9583791,Nice Big Villa near CPH centre,Vanlse,2
4957580,7681878,Quite Flat with atmosphere,sterbro,0
4959597,14497183,"Family Flat on the waterfront, in the center.",Amager Vest,4
4961566,15407977,Just cheep 'n' cosy,Vesterbro-Kongens Enghave,3
4962098,621498,Penthouse apartment w. private balcony,Vesterbro-Kongens Enghave,1
4967119,13475047,Dejlig lejlighed i København,sterbro,4
4986269,25704957,Kbh. K i hipt og roligt kvarter,Indre By,4
5009365,25835047,Hyggelig 90 kvm lejlighed i centrum af København,Indre By,0
5034150,14015063,'Hygge' apartment w. 2 balconies,Bispebjerg,4
5042912,26035940,Cozy Apartment and Sunny Balcony,sterbro,4
5046176,26051515,2 double bed in city center,Indre By,4
5047611,25954358,Wonderful Villa,Amager st,4
5086907,9779761,"Family perfect in Copenhagen, by Metro and Beach",Amager st,0
5087087,25929294,Villa apartment close to downtown.,Amager st,0
5088353,25925341,3 room apartment close to subway,Amager Vest,4
5089082,25676614,Charming apartment located in Nørrebro,Nrrebro,0
5102678,25570423,Frederiksberg C er Charmerende,Frederiksberg,0
5109892,26403589,Spacious and cozy appartment,Amager Vest,0
5148250,26139949,Charming apartment at Nørrebro,Nrrebro,0
5177875,7438428,Classic 4 Room Apartment,Frederiksberg,0
5200585,26862107,145 m2 apartment with elevator 200 m from Metro,Frederiksberg,2
5232748,27081977,Perfect location in the center,Indre By,1
5235015,27092635,Cosy apartment with new balcony in Nørrebro,Nrrebro,0
5256391,20687590,Cozy town house close to city&beach,sterbro,1
5291899,27405296,Beach house close to Copenhagen center & airport,Amager st,2
5292178,4712949,Cosy Wooden house in Copenhagen,Amager Vest,2
5301099,27457261,5 room (2BR) city flat with beautiful views,Indre By,4
5303703,27470013,145 m2 beautiful modern penthouse,Nrrebro,1
5321852,7216568,Cosy apartment perfect situated,sterbro,1
5322206,27574905,Cosy apartment - Christianshavn,Indre By,0
5324458,5367017,very cosy apt 10 min walk to tivoli,Amager Vest,0
5327184,27602719,Lovely apartment just by the lakes,Indre By,4
5350736,27732508,Nice famely apartment at Vesterbro with balcony.,Vesterbro-Kongens Enghave,2
5380805,17720006,150 m2 scandinavian design close to the lakes,sterbro,0
5411807,7280875,Dejlig villalejlighed i København,Vanlse,4
5421518,22717208,Lejlighed tæt på centrum,Frederiksberg,0
5421987,28110815,"100m2, 4v med solrig altan!",Nrrebro,0
5425799,1702159,"Luxurious, spacious apartment in Vesterbro",Vesterbro-Kongens Enghave,2
5433731,1961612,"Bright, cozy apartment with balcon",Bispebjerg,0
5438156,28210372,City Oasis,Indre By,0
